Dlgs,Article,Comma number,Comma content
300/1999,Art. 74,2.,"Il trattamento giuridico ed economico definito o da definire ai sensi del <a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1993-02-03;29"" target=""_blank"">decreto legislativo 3 febbraio 1993, n. 29</a> e successive modificazioni ed integrazioni, continua ad applicarsi ai dipendenti di cui al comma 1 fino alla stipulazione dei nuovi contratti collettivi di lavoro, fermi altresì gli istituti e le procedure che regolano le relazioni sindacali."
300/1999,Art. 74,3.,"Ciascun dirigente svolge il proprio incarico, fino alla scadenza del relativo termine e secondo le modalità del contratto individuale, presso il ministero o l'agenzia a cui è provvisoriamente assegnato. Dopo l'approvazione del contratto collettivo e contemporaneamente alla stipula del successivo contratto individuale direttamente con una agenzia fiscale, si provvede all'inquadramento nel ruolo della stessa agenzia. Ai dirigenti transitoriamente distaccati presso un'agenzia fiscale si applicano, nel caso di mancata stipulazione di un contratto individuale, le disposizioni dell'<a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1993-02-03;29~art19-com10"" target=""_blank"">articolo 19, comma 10 del decreto legislativo 3 febbraio 1993, n. 29</a> e successive integrazioni e modificazioni."
300/1999,Art. 74,4.,"Il regolamento emanato ai sensi dell'articolo 58, comma 3, del presente decreto legislativo disciplina, in conformità con le disposizioni del <a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1993-02-03;29"" target=""_blank"">decreto legislativo 3 febbraio 1993, n.29</a> e successive integrazioni e modificazioni, l'inquadramento definitivo dei dirigenti provvisoriamente distaccati presso il ministero a termini del comma 3 del presente articolo, e può, a parità di oneri a carico del bilancio dello Stato, trasformare le posizioni economiche regolate dalle disposizioni di leggi vigenti per il ministero delle finanze in rapporti di lavoro o di consulenza conformi alle funzioni attribuite dal presente decreto legislativo al ministero."
300/1999,Art. 74,5.,"L'inquadramento definitivo del restante personale nelle dotazioni organiche del ministero e delle agenzie fiscali è disciplinato dal regolamento di cui all'articolo 58, comma 3 e dai regolamenti di cui all'articolo 71, comma 2 del presente decreto legislativo, ferma in ogni caso l'applicazione delle disposizioni previste dalla legislazione vigente e dai contratti collettivi a garanzia del personale dipendente dai ministeri."
300/1999,Art. 75,1.,"COMMA ABROGATO DAL <a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legge:2020-01-09;1"" target=""_blank"">D.L. 9 GENNAIO 2020, N. 1</a>."
300/1999,Art. 75,2.,"COMMA ABROGATO DAL <a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legge:2020-01-09;1"" target=""_blank"">D.L. 9 GENNAIO 2020, N. 1</a>."
300/1999,Art. 75,3.,"Relativamente alle competenze in materia di istruzione non universitaria, il ministero ha organizzazione periferica, articolata in uffici scolastici regionali di livello dirigenziale o dirigenziale generale, in relazione alla popolazione studentesca della relativa regione, quali autonomi centri di responsabilità amministrativa, che esercitano tra le funzioni residuate allo Stato in particolare quelle inerenti all'attività di supporto alle istituzioni scolastiche autonome, ai rapporti con le amministrazioni regionali e con gli enti locali, ai rapporti con le università e le agenzie formative, al reclutamento e alla mobilità del personale scolastico, ferma restando la dimensione provinciale dei ruoli del personale docente, amministrativo, tecnico e ausiliare, alla assegnazione delle risorse finanziarie e di personale alle istituzioni scolastiche. Ai fini di un coordinato esercizio delle funzioni pubbliche in materia di istruzione è costituito presso ogni ufficio scolastico regionale un organo collegiale a composizione mista, con rappresentanti dello Stato, della regione e delle autonomie territoriali interessate, cui compete il coordinamento delle attività gestionali di tutti i soggetti interessati e la valutazione della realizzazione degli obiettivi programmati. Alla organizzazione degli uffici scolastici regionali e del relativo organo collegiale si provvede con regolamento adottato ai sensi dell'<a href=""/uri-res/N2Ls?urn:nir:stato:legge:1988-08-23;400~art17-com4bis"" target=""_blank"">articolo 17, comma 4 bis, della legge 23 agosto 1988, n. 400</a>. A decorrere dalla entrata in vigore del regolamento stesso, sono soppresse le sovrintendenze scolastiche regionali e, in relazione all'articolazione sul territorio provinciale, anche per funzioni di servizi di consulenza e supporto alle istituzioni scolastiche, sono contestualmente soppressi i provveditorati agli studi."
300/1999,Art. 75,4.,"In relazione all'entrata in vigore delle disposizioni di attuazione dell'<a href=""/uri-res/N2Ls?urn:nir:stato:legge:1997-03-15;59~art21"" target=""_blank"">articolo 21 della legge 15 marzo 1997, n. 59</a>, il riordino dell'area dell'istruzione non universitaria è definitivamente attuato entro l'anno 2000, garantendo l'invarianza della spesa per le dotazioni organiche di personale previste dal decreto del presidente del consiglio dei ministri del 30 luglio 1996."
300/1999,Art. 75,5.,"Fino all'entrata in vigore del regolamento di cui all'articolo 4 il ministro della pubblica istruzione è autorizzato a sperimentare anche con singoli atti modelli organizzativi conformi alle disposizioni del presente decreto legislativo che consentano l'aggregazione di compiti e funzioni omogenee con attribuzione delle connesse responsabilità amministrative e contabili al dirigente preposto. Per tali finalità è altresi autorizzato a promuovere i procedimenti di formazione, riconversione e riqualificazione necessari in relazione alla nuova organizzazione e alle competenze dell'amministrazione."
300/1999,Art. 78,1.,"Fino alla data di entrata in vigore dei regolamenti di organizzazione del nuovo ministero delle politiche agricole e forestali, il ministero per le politiche agricole è riordinato ai sensi dell'articolo 17, comma 4-bis, della legge 23 agosto 1988, art. 400, prevedendo che il dipartimento delle politiche di mercato e il dipartimento della qualità dei prodotti agroalimentari e dei servizi, sono articolati rispettivamente in due ed in tre uffici di livello dirigenziale generale."
300/1999,Art. 89,1.,"Il ministro del tesoro, del bilancio e della programmazione economica è autorizzato ad apportare, al bilancio dello Stato le variazioni conseguenziali all'applicazione del presente decreto legislativo."
104/2010,Art. 1,1.,"È approvato il <a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2010-07-02;104"" target=""_blank"">codice del processo amministrativo</a> di cui all'allegato 1 al presente decreto."
104/2010,Art. 1,2.,"Sono altresì approvate le norme di attuazione di cui all'allegato 2, le norme transitorie di cui all'allegato 3 e le norme di coordinamento e le abrogazioni di cui all'allegato 4."
104/2010,Art. 2,1.,Il presente decreto entra in vigore il 16 settembre 2010.
33/2013,Art. 1,1.,"La trasparenza è intesa come accessibilità totale dei dati e documenti detenuti dalle pubbliche amministrazioni, allo scopo di tutelare i diritti dei cittadini, promuovere la partecipazione degli interessati all'attività amministrativa e favorire forme diffuse di controllo sul perseguimento delle funzioni istituzionali e sull'utilizzo delle risorse pubbliche."
33/2013,Art. 1,2.,"La trasparenza, nel rispetto delle disposizioni in materia di segreto di Stato, di segreto d'ufficio, di segreto statistico e di protezione dei dati personali, concorre ad attuare il principio democratico e i principi costituzionali di eguaglianza, di imparzialità, buon andamento, responsabilità, efficacia ed efficienza nell'utilizzo di risorse pubbliche, integrità e lealtà nel servizio alla nazione. Essa è condizione di garanzia delle libertà individuali e collettive, nonché dei diritti civili, politici e sociali, integra il diritto ad una buona amministrazione e concorre alla realizzazione di una amministrazione aperta, al servizio del cittadino."
33/2013,Art. 1,3.,"Le disposizioni del presente decreto, nonché le norme di attuazione adottate ai sensi dell'articolo 48, integrano l'individuazione del livello essenziale delle prestazioni erogate dalle amministrazioni pubbliche a fini di trasparenza, prevenzione, contrasto della corruzione e della cattiva amministrazione, a norma dell'<a href=""/uri-res/N2Ls?urn:nir:stato:costituzione:1947-12-27~art117-com2-letm"" target=""_blank"">articolo 117, secondo comma, lettera m), della Costituzione</a> e costituiscono altresì esercizio della funzione di coordinamento informativo statistico e informatico dei dati dell'amministrazione statale, regionale e locale, di cui all'articolo 117, secondo comma, lettera r), della Costituzione."
33/2013,Art. 2,1.,"Le disposizioni del presente decreto disciplinano la libertà di accesso di chiunque ai dati e ai documenti detenuti dalle pubbliche amministrazioni e dagli altri soggetti di cui all'articolo 2-bis, garantita, nel rispetto dei limiti relativi alla tutela di interessi pubblici e privati giuridicamente rilevanti, tramite l'accesso civico e tramite la pubblicazione di documenti, informazioni e dati concernenti l'organizzazione e l'attività delle pubbliche amministrazioni e le modalità per la loro realizzazione."
33/2013,Art. 2,2.,"Ai fini del presente decreto, per pubblicazione si intende la pubblicazione, in conformità alle specifiche e alle regole tecniche di cui all'allegato A, nei siti istituzionali delle pubbliche amministrazioni dei documenti, delle informazioni e dei dati concernenti l'organizzazione e l'attività delle pubbliche amministrazioni, cui corrisponde il diritto di chiunque di accedere ai siti direttamente ed immediatamente, senza autenticazione ed identificazione."
33/2013,Art. 2-bis,1.,"Ai fini del presente decreto, per ""pubbliche amministrazioni"" si intendono tutte le amministrazioni di cui all'<a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2001-03-30;165~art1-com2"" target=""_blank"">articolo 1, comma 2, del decreto legislativo 30 marzo 2001, n. 165</a>, e successive modificazioni, ivi comprese le autorità portuali, nonché le autorità amministrative indipendenti di garanzia, vigilanza e regolazione."
33/2013,Art. 2-bis,2.,"<div class=""art-comma-div-akn""><div><div class=""pointedList-first-akn""><span class=""comma-num-akn"">2. </span>La medesima disciplina prevista per le pubbliche amministrazioni di cui al comma 1 si applica anche, in quanto compatibile:  </div><div class=""pointedList-rest-akn"">a) agli enti pubblici economici e agli ordini professionali; </div><div class=""ins-akn"" eid=""ins_1""><div class=""pointedList-rest-akn"">((</div><div class=""pointedList-rest-akn"">b) alle società in controllo pubblico come definite dall'<a href=""/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2016-08-19;175~art2-com1-letm"" target=""_blank"">articolo 2, comma 1, lettera m), del decreto legislativo 19 agosto 2016, n. 175</a>. Sono escluse le società quotate come definite dall'articolo 2, comma 1, lettera p), dello stesso decreto legislativo, nonché le società da esse partecipate, salvo che queste ultime siano, non per il tramite di società quotate, controllate o partecipate da amministrazioni pubbliche.</div><div class=""pointedList-rest-akn""></div><div class=""pointedList-rest-akn"">c) alle associazioni, alle fondazioni e agli enti di diritto privato comunque denominati, anche privi di personalità giuridica, con bilancio superiore a cinquecentomila euro, la cui attività sia finanziata in modo maggioritario per almeno due esercizi finanziari consecutivi nell'ultimo triennio da pubbliche amministrazioni e in cui la totalità dei titolari o dei componenti dell'organo d'amministrazione o di indirizzo sia designata da pubbliche amministrazioni. </div></div></div>"
33/2013,Art. 2-bis,3.,"La medesima disciplina prevista per le pubbliche amministrazioni di cui al comma 1 si applica, in quanto compatibile, limitatamente ai dati e ai documenti inerenti all'attività di pubblico interesse disciplinata dal diritto nazionale o dell'Unione europea, alle società in partecipazione pubblica come definite dal decreto legislativo emanato in attuazione dell'<a href=""/uri-res/N2Ls?urn:nir:stato:legge:2015-08-07;124~art18"" target=""_blank"">articolo 18 della legge 7 agosto 2015, n. 124</a>, e alle associazioni, alle fondazioni e agli enti di diritto privato, anche privi di personalità giuridica, con bilancio superiore a cinquecentomila euro, che esercitano funzioni amministrative, attività di produzione di beni e servizi a favore delle amministrazioni pubbliche o di gestione di servizi pubblici.   (5)"
