law_source,law_text,law_number,law_year
c.p.,"  Le disposizioni degli articoli precedenti sulle falsità commesse da pubblici ufficiali si applicano altresì agli impiegati dello Stato, o di un altro ente pubblico, incaricati di un pubblico servizio, relativamente agli atti che essi redigono nell'esercizio delle loro attribuzioni. ",art. 493,
c.p.," Art. 493-ter. Indebito utilizzo e falsificazione di strumenti di pagamento diversi dai contanti.  Chiunque al fine di trarne profitto per sé o per altri, indebitamente utilizza, non essendone titolare, carte di credito o di pagamento, ovvero qualsiasi altro documento analogo che abiliti al prelievo di denaro contante o all'acquisto di beni o alla prestazione di servizi, o comunque ogni altro strumento di pagamento diverso dai contanti è punito con la reclusione da uno a cinque anni e con la multa da 310 euro a 1.550 euro. Alla stessa pena soggiace chi, al fine di trarne profitto per sé o per altri, falsifica o altera gli strumenti o i documenti di cui al primo periodo, ovvero possiede, cede o acquisisce tali strumenti o documenti di provenienza illecita o comunque falsificati o alterati, nonché ordini di pagamento prodotti con essi.  In caso di condanna o di applicazione della pena su richiesta delle parti a norma dell'articolo 444 del codice di procedura penale per il delitto di cui al primo comma è ordinata la confisca delle cose che servirono o furono destinate a commettere il reato, nonché del profitto o del prodotto, salvo che appartengano a persona estranea al reato, ovvero quando essa non è possibile, la confisca di beni, somme di denaro e altre utilità di cui il reo ha la disponibilità per un valore corrispondente a tale profitto o prodotto.  Gli strumenti sequestrati ai fini della confisca di cui al secondo comma, nel corso delle operazioni di polizia giudiziaria, sono affidati dall'autorità giudiziaria agli organi di polizia che ne facciano richiesta. ",art. 493 ter,
c.p.,". Salvo che il fatto costituisca più grave reato, chiunque, al fine di farne uso o di consentirne ad altri l'uso nella commissione di reati riguardanti strumenti di pagamento diversi dai contanti, produce, importa, esporta, vende, trasporta, distribuisce, mette a disposizione o in qualsiasi modo procura a sé o a altri apparecchiature, dispositivi o programmi informatici che, per caratteristiche tecnico-costruttive o di progettazione, sono costruiti principalmente per commettere tali reati, o sono specificamente adattati al medesimo scopo, è punito con la reclusione sino a due anni e la multa sino a 1000 euro.  In caso di condanna o di applicazione della pena su richiesta delle parti a norma dell'articolo 444 del codice di procedura penale per il delitto di cui al primo comma è sempre ordinata la confisca delle apparecchiature, dei dispositivi o dei programmi informatici predetti, nonché la confisca del profitto o del prodotto del reato ovvero, quando essa non è possibile, la confisca di beni, somme di denaro e altre utilità di cui il reo ha la disponibilità per un valore corrispondente a tale profitto o prodotto.",art. 493 quater,
c.p.," Art. 493-ter. Indebito utilizzo e falsificazione di strumenti di pagamento diversi dai contanti.  Chiunque al fine di trarne profitto per sé o per altri, indebitamente utilizza, non essendone titolare, carte di credito o di pagamento, ovvero qualsiasi altro documento analogo che abiliti al prelievo di denaro contante o all'acquisto di beni o alla prestazione di servizi, o comunque ogni altro strumento di pagamento diverso dai contanti è punito con la reclusione da uno a cinque anni e con la multa da 310 euro a 1.550 euro. Alla stessa pena soggiace chi, al fine di trarne profitto per sé o per altri, falsifica o altera gli strumenti o i documenti di cui al primo periodo, ovvero possiede, cede o acquisisce tali strumenti o documenti di provenienza illecita o comunque falsificati o alterati, nonché ordini di pagamento prodotti con essi.  In caso di condanna o di applicazione della pena su richiesta delle parti a norma dell'articolo 444 del codice di procedura penale per il delitto di cui al primo comma è ordinata la confisca delle cose che servirono o furono destinate a commettere il reato, nonché del profitto o del prodotto, salvo che appartengano a persona estranea al reato, ovvero quando essa non è possibile, la confisca di beni, somme di denaro e altre utilità di cui il reo ha la disponibilità per un valore corrispondente a tale profitto o prodotto.  Gli strumenti sequestrati ai fini della confisca di cui al secondo comma, nel corso delle operazioni di polizia giudiziaria, sono affidati dall'autorità giudiziaria agli organi di polizia che ne facciano richiesta. ",art. 494,
c.p.,. Chiunque dichiara o attesta falsamente al soggetto che presta servizi di certificazione delle firme elettroniche l'identità o lo stato o altre qualità della propria o dell'altrui persona è punito con la reclusione fino ad un anno. ,art. 495 bis,
c.p.,". Chiunque, al fine di impedire la propria o altrui identificazione, altera parti del proprio o dell'altrui corpo utili per consentire l'accertamento di identità o di altre qualità personali, è punito con la reclusione da uno a sei anni.  Il fatto è aggravato se commesso nell'esercizio di una professione sanitaria. ",art. 495 ter,
c.p.,"  Chiunque si procura con frode un certificato del casellario giudiziale o un altro certificato penale relativo ad altra persona, ovvero ne fa uso per uno scopo diverso da quello per cui esso è domandato, è punito con la reclusione fino a sei mesi o con la multa fino a lire cinquemila. ",art. 497,
c.p.," Art. 497-bis.  Possesso e fabbricazione di documenti di identificazione falsi.  Chiunque è trovato in possesso di un documento falso valido per l'espatrio è punito con la reclusione da due a cinque anni.  La pena di cui al primo comma è aumentata da un terzo alla metà per chi fabbrica o comunque forma il documento falso, ovvero lo detiene fuori dei casi di uso personale. ",art. 497 bis,
c.p.,". Le pene di cui all'articolo 497-bis, si applicano anche, rispettivamente:  1) a chiunque illecitamente detiene segni distintivi, contrassegni o documenti di identificazione in uso ai Corpi di polizia, ovvero oggetti o documenti che ne simulano la funzione;  2) a chiunque illecitamente fabbrica o comunque forma gli oggetti e i documenti indicati nel numero precedente, ovvero illecitamente ne fa uso.",art. 497 ter,
c.p.,"  Chiunque, distruggendo materie prime o prodotti agricoli o industriali, ovvero mezzi di produzione, cagiona un grave nocumento alla produzione nazionale o fa venir meno in misura notevole merci di comune o largo consumo, è punito con la reclusione da tre a dodici anni e con la multa non inferiore a lire ventimila. ",art. 499,
c.p.,"  Chiunque cagiona la diffusione di una malattia alle piante o agli animali, pericolosa all'economia rurale o forestale, ovvero al patrimonio zootecnico della nazione, è punito con la reclusione da uno a cinque anni.  Se la diffusione avviene per colpa, la pena è della multa da lire mille a ventimila. ",art. 500,
c.p.,". Chiunque, al fine di turbare il mercato interno dei valori o delle merci, pubblica o altrimenti divulga notizie false, esagerate o tendenziose o adopera altri artifici atti a cagionare un aumento o una diminuzione del prezzo delle merci, ovvero dei valori ammessi nelle liste di borsa o negoziabili nel pubblico mercato, è punito con la reclusione fino a tre anni e con la multa da uno a cinquanta milioni di lire.  Se l'aumento o la diminuzione del prezzo delle merci o dei valori si verifica, le pene sono aumentate.  Le pene sono raddoppiate:  1) se il fatto è commesso dal cittadino per favorire interessi stranieri;  2) se dal fatto deriva un deprezzamento della valuta nazionale o dei titoli dello Stato, ovvero il rincaro di merci di comune o largo consumo.  Le pene stabilite nelle disposizioni precedenti si applicano anche se il fatto è commesso all'estero, in danno della valuta nazionale o di titoli pubblici italiani.  La condanna importa l'interdizione dai pubblici uffici. ",art. 501,
c.p.,". Fuori dei casi previsti dall'articolo precedente, chiunque, nell'esercizio di qualsiasi attività produttiva o commerciale, compie manovre speculative ovvero occulta, accaparra od incetta materie prime, generi alimentari di largo consumo o prodotti di prima necessità, in modo atto a determinarne la rarefazione o il rincaro sul mercato interno, è punito con la reclusione da sei mesi a tre anni e con la multa da uno a cinquanta milioni di lire.  Alla stessa pena soggiace chiunque, in presenza di fenomeni di rarefazione o rincaro sul mercato interno delle merci indicate nella prima parte del presente articolo e nell'esercizio delle medesime attività, ne sottrae alla utilizzazione o al consumo rilevanti quantità.  L'autorità giudiziaria competente e, in caso di flagranza, anche gli ufficiali e agenti di polizia giudiziaria procedono al sequestro delle merci, osservando le norme sull'istruzione formale. L'autorità giudiziaria competente dispone la vendita coattiva immediata delle merci stesse nelle forme di cui all'articolo 625 del codice di procedura penale.  La condanna importa l'interdizione dall'esercizio di attività commerciali o industriali per le quali sia richiesto uno speciale permesso o una speciale abilitazione, autorizzazione o licenza da parte dell'autorità e la pubblicazione della sentenza. ",art. 501 bis,
c.p.,"  Il datore di lavoro, che, col solo scopo d'imporre ai suoi dipendenti modificazioni ai patti stabiliti, o di opporsi a modificazioni di tali patti, ovvero di ottenere o impedire una diversa applicazione dei patti o usi esistenti, sospende in tutto o in parte il lavoro nei suoi stabilimenti, aziende o uffici, è punito con la multa non inferiore a lire diecimila.24a  I lavoratori addetti a stabilimenti, aziende o uffici, che, in numero di tre o più, abbandonano collettivamente il lavoro, ovvero lo prestano in modo da turbarne la continuità o la regolarità, col solo scopo di imporre ai datori di lavoro patti diversi da quelli stabiliti, ovvero di opporsi a modificazioni di tali patti o, comunque, di ottenere o impedire una diversa applicazione dei patti o usi esistenti, sono puniti con la multa fino a lire mille.24a---------------AGGIORNAMENTO (24a) La Corte costituzionale con sentenza 28 aprile - 4 maggio 1960, n. 29 (in G.U. 1ª s.s. 07/05/1960, n. 112) ha dichiarato l'illegittimità costituzionale dell'art. 502, primo comma, del Codice penale, in riferimento agli artt. 39 e 40 della Costituzione e, in applicazione dell'art. 27 della legge 11 marzo 1953, n. 87, ha dichiarato altresì la illegittimità costituzionale del secondo comma dello stesso art. 502 del Codice penale. ",art. 502,
c.p.,"  Il datore di lavoro o i lavoratori, che per fine politico commettono, rispettivamente, alcuno dei fatti preveduti dall'articolo precedente, sono puniti con la reclusione fino a un anno e con la multa non inferiore a lire diecimila, se si tratta d'un datore di lavoro, ovvero con la reclusione fino a sei mesi e con la multa fino a lire mille, se si tratta di lavoratori. 63--------------AGGIORNAMENTO (63) La Corte Costituzionale, con sentenza 19 - 27 dicembre 1974, n. 290 (in G.U. 1ª s.s. 03/01/1975, n. 3), ha dichiarato l'illegittimità costituzionale del presente articolo ""nella parte in cui punisce anche lo sciopero politico che non sia diretto a sovvertire l'ordinamento costituzionale ovvero ad impedire o ostacolare il libero esercizio dei poteri legittimi nei quali si esprime la sovranità popolare"". ",art. 503,
c.p.,"  Il datore di lavoro o i lavoratori, che, fuori dei casi indicati nei due articoli precedenti, commettono uno dei fatti preveduti dall'articolo 502 soltanto per solidarietà con altri datori di lavoro o con altri lavoratori ovvero soltanto per protesta, soggiacciono alle pene ivi stabilite. ",art. 505,
c.p.,"  Gli esercenti di aziende industriali o commerciali, i quali, non avendo lavoratori alla loro dipendenza, in numero di tre o più sospendono collettivamente il lavoro per uno degli scopi indicati nei tre articoli precedenti, soggiacciono alle pene ivi rispettivamente stabilite per i datori di lavoro, ridotte alla metà. 69--------------AGGIORNAMENTO (69) La Corte Costituzionale, con sentenza 8 - 17 luglio 1975, n. 222 (in G.U. 1ª s.s. 23/07/1975, n. 195), ha dichiarato l'illegittimità costituzionale del presente articolo ""in relazione all'art. 505, del codice penale, nella parte in cui punisce la sospensione del lavoro effettuata per protesta dagli esercenti di piccole aziende industriali o commerciali che non hanno lavoratori alla loro dipendenza"". ",art. 506,
c.p.,"  Chiunque, per uno degli scopi indicati negli articoli 502, 503, 504 e 505, mediante propaganda o valendosi della forza e autorità di partiti, leghe o associazioni, induce una o più persone a non stipulare patti di lavoro o a non somministrare materie o strumenti necessari al lavoro, ovvero a non acquistare gli altrui prodotti agricoli o industriali, è punito con la reclusione fino a tre anni.  Se concorrono fatti di violenza o di minaccia, si applica la reclusione da due a sei anni.  (36) 45-------------AGGIORNAMENTO (36) Il D.P.R. 4 giugno 1966, n. 332 ha disposto (con l'art. 2, comma 1, lettera d)) che è concessa amnistia ""per i reati previsti negli articoli 330, primo capoverso, 337, 340, 341, 414, 415, 507, 508 - anche in relazione all'art. 510 - 610 e 635 del Codice penale e dal decreto legislativo 22 gennaio 1948, n. 66, se commessi per motivi ed in occasione di manifestazioni sindacali"".  Ha inoltre disposto (con l'art. 16, comma 1) che l'amnistia ha efficacia per i reati commessi fino a tutto il giorno 31 gennaio 1966. -------------AGGIORNAMENTO (45) La Corte Costituzionale, con sentenza 2 - 17 aprile 1969, n. 84 (in G.U. 1ª s.s. 23/04/1969, n. 105), ha dichiarato l'illegittimità costituzionale ""dell'art. 507 del Codice penale per la parte relativa all'ipotesi della propaganda e nei limiti di cui alla motivazione"".",art. 507,
