Source,Article,Comma number,Comma content
c.p.p.,Art. 341,1.,1. L'istanza di procedimento è proposta dalla persona offesa con le forme della querela.
c.p.p.,Art. 342,1.,1. La richiesta di procedimento è presentata al pubblico ministero con atto sottoscritto dall'autorità competente.
c.p.p.,Art. 343,1.,"1. Qualora sia prevista l'autorizzazione a procedere, il pubblico ministero ne fa richiesta a norma dell'articolo 344."
c.p.p.,Art. 343,2.,"2. Fino a quando non sia stata concessa l'autorizzazione, è fatto divieto di disporre il fermo o misure cautelari personali nei confronti della persona rispetto alla quale è prevista l'autorizzazione medesima nonché di sottoporla a perquisizione personale o domiciliare, a ispezione personale, a ricognizione, a individuazione, a confronto, a intercettazione di conversazioni o di comunicazioni. Si può procedere all'interrogatorio solo se l'interessato lo richiede."
c.p.p.,Art. 343,3.,"3. Gli atti previsti dal comma 2 sono consentiti, anche prima della richiesta di autorizzazione, quando la persona è colta nella flagranza di uno dei delitti indicati nell'articolo 380 commi 1 e 2. (( Tuttavia, quando l'autorizzazione a procedere o l'autorizzazione al compimento di determinati atti sono prescritte da disposizioni della Costituzione o di leggi costituzionali, si applicano tali disposizioni, nonché, in quanto compatibili con esse, quelle di cui agli articoli 344, 345 e 346 ))."
c.p.p.,Art. 343,4.,4. Gli atti compiuti in violazione di quanto stabilito nei commi 2 e 3 non possono essere utilizzati.
c.p.p.,Art. 343,5.,"5. L'autorizzazione a procedere, una volta concessa, non può essere revocata."
c.p.p.,Art. 344,1.,"1. Il pubblico ministero chiede l'autorizzazione prima di procedere a giudizio direttissimo o di richiedere il giudizio immediato, il rinvio a giudizio, il decreto penale di condanna o di emettere il decreto di citazione a giudizio. La richiesta deve, comunque, essere presentata entro trenta giorni dalla iscrizione nel registro delle notizie di reato del nome della persona per la quale è necessaria l'autorizzazione. (90) ((90a))"
c.p.p.,Art. 344,2.,"2. Se la persona per la quale è necessaria l'autorizzazione è stata arrestata in flagranza, il pubblico ministero richiede l'autorizzazione a procedere immediatamente e comunque prima della udienza di convalida."
c.p.p.,Art. 344,3.,"3. Il giudice sospende il processo e il pubblico ministero richiede senza ritardo l'autorizzazione a procedere qualora ne sia sorta la necessità dopo che si è proceduto a giudizio direttissimo ovvero dopo che sono state formulate le richieste previste dalla prima parte del comma 1. Se vi è pericolo nel ritardo, il giudice provvede all'assunzione delle prove richieste dalle parti."
c.p.p.,Art. 344,4.,"4. Quando si procede nei confronti di più persone per alcune delle quali soltanto è necessaria l'autorizzazione e questa tarda ad essere concessa, si può procedere separatamente contro gli imputati per i quali l'autorizzazione non è necessaria."
c.p.p.,Art. 344-bis,1.,1. La mancata definizione del giudizio di appello entro il termine di due anni costituisce causa di improcedibilità dell'azione penale.(279)
c.p.p.,Art. 344-bis,2.,2. La mancata definizione del giudizio di cassazione entro il termine di un anno costituisce causa di improcedibilità dell'azione penale.(279)
c.p.p.,Art. 344-bis,3.,"3. I termini di cui ai commi 1 e 2 del presente articolo decorrono dal novantesimo giorno successivo alla scadenza del termine previsto dall'articolo 544, come eventualmente prorogato ai sensi dell'articolo 154 delle norme di attuazione, di coordinamento e transitorie del presente codice, per il deposito della motivazione della sentenza."
c.p.p.,Art. 344-bis,4.,"4. Quando il giudizio di impugnazione è particolarmente complesso, in ragione del numero delle parti o delle imputazioni o del numero o della complessità delle questioni di fatto o di diritto da trattare, i termini di cui ai commi 1 e 2 sono prorogati, con ordinanza motivata del giudice che procede, per un periodo non superiore a un anno nel giudizio di appello e a sei mesi nel giudizio di cassazione.
Ulteriori proroghe possono essere disposte, per le ragioni e per la durata indicate nel periodo precedente, quando si procede per i delitti commessi per finalità di terrorismo o di eversione dell'ordinamento costituzionale per i quali la legge stabilisce la pena della reclusione non inferiore nel minimo a cinque anni o nel massimo a dieci anni, per i delitti di cui agli articoli 270, terzo comma, 306, secondo comma, 416-bis, 416-ter, 609-bis, nelle ipotesi aggravate di cui all'articolo 609-ter, 609-quater e 609-octies del codice penale, nonché per i delitti aggravati ai sensi dell'articolo 416-bis.1, primo comma, del codice penale e per il delitto di cui all'articolo 74 del testo unico delle leggi in materia di disciplina degli stupefacenti e sostanze psicotrope, prevenzione, cura e riabilitazione dei relativi stati di tossicodipendenza, di cui al decreto del Presidente della Repubblica 9 ottobre 1990, n. 309.
Nondimeno, quando si procede per i delitti aggravati ai sensi dell'articolo 416-bis.1, primo comma, del codice penale, i periodi di proroga non possono superare complessivamente tre anni nel giudizio di appello e un anno e sei mesi nel giudizio di cassazione."
c.p.p.,Art. 344-bis,5.,"5. Contro l'ordinanza che dispone la proroga del termine previsto dal comma 1, l'imputato e il suo difensore possono proporre ricorso per cassazione, a pena di inammissibilità, entro cinque giorni dalla lettura dell'ordinanza o, in mancanza, dalla sua notificazione. Il ricorso non ha effetto sospensivo. La Corte di cassazione decide entro trenta giorni dalla ricezione degli atti osservando le forme previste dall'articolo 611. Quando la Corte di cassazione rigetta o dichiara inammissibile il ricorso, la questione non può essere riproposta con l'impugnazione della sentenza."
c.p.p.,Art. 344-bis,6.,"6. I termini di cui ai commi 1 e 2 sono sospesi, con effetto per tutti gli imputati nei cui confronti si sta procedendo, nei casi previsti dall'articolo 159, primo comma, del codice penale e, nel giudizio di appello, anche per il tempo occorrente per la rinnovazione dell'istruzione dibattimentale. In caso di sospensione per la rinnovazione dell'istruzione dibattimentale, il periodo di sospensione tra un'udienza e quella successiva non può comunque eccedere sessanta giorni. Quando è necessario procedere a nuove ricerche dell'imputato, ai sensi dell'articolo 159 ((o dell'articolo 598- ter, comma 2,)) del presente codice, per la notificazione del decreto di citazione per il giudizio di appello o degli avvisi di cui all'articolo 613, comma 4, i termini di cui ai commi 1 e 2 del presente articolo sono altresì sospesi, con effetto per tutti gli imputati nei cui confronti si sta procedendo, tra la data in cui l'autorità giudiziaria dispone le nuove ricerche e la data in cui la notificazione è effettuata."
c.p.p.,Art. 344-bis,7.,7. La declaratoria di improcedibilità non ha luogo quando l'imputato chiede la prosecuzione del processo.
c.p.p.,Art. 344-bis,8.,"8. Fermo restando quanto previsto dall'articolo 624, le disposizioni di cui ai commi 1, 4, 5, 6 e 7 del presente articolo si applicano anche nel giudizio conseguente all'annullamento della sentenza con rinvio al giudice competente per l'appello. In questo caso, il termine di durata massima del processo decorre dal novantesimo giorno successivo alla scadenza del termine previsto dall'articolo 617."
c.p.p.,Art. 344-bis,9.,"9. Le disposizioni del presente articolo non si applicano nei procedimenti per i delitti puniti con l'ergastolo, anche come effetto dell'applicazione di circostanze aggravanti.

(279)"
c.p.p.,Art. 345,1.,"1. Il provvedimento di archiviazione e la sentenza di proscioglimento o di non luogo a procedere, anche se non più soggetta a impugnazione, con i quali è stata dichiarata la mancanza della querela, della istanza, della richiesta o dell'autorizzazione a procedere, non impediscono l'esercizio dell'azione penale per il medesimo fatto e contro la medesima persona se è in seguito proposta la querela, l'istanza, la richiesta o è concessa l'autorizzazione ovvero se è venuta meno la condizione personale che rendeva necessaria l'autorizzazione."
c.p.p.,Art. 345,2.,"2. La stessa disposizione si applica quando il giudice accerta la mancanza di una condizione di procedibilità diversa da quelle indicate nel comma 1 ((, nonché quando, dopo che è stata pronunciata sentenza di non luogo a procedere o di non doversi procedere a norma dell'articolo 72-bis, lo stato di incapacità dell'imputato viene meno o si accerta che è stato erroneamente dichiarato))."
c.p.p.,Art. 346,1.,"1. Fermo quanto disposto dall'articolo 343, in mancanza di una condizione di procedibilità che può ancora sopravvenire, possono essere compiuti gli atti di indagine preliminare necessari ad assicurare le fonti di prova e, quando vi è pericolo nel ritardo, possono essere assunte le prove previste dall'articolo 392."
c.p.p.,Art. 347,1.,"1. Acquisita la notizia di reato, la polizia giudiziaria, senza ritardo, riferisce al pubblico ministero, per iscritto, gli elementi essenziali del fatto e gli altri elementi sino ad allora raccolti, indicando le fonti di prova e le attività compiute, delle quali trasmette la relativa documentazione."
c.p.p.,Art. 347,2.,"2. Comunica, inoltre, quando è possibile, le generalità, il domicilio e quanto altro valga alla identificazione della persona nei cui confronti vengono svolte le indagini, della persona offesa e di coloro che siano in grado di riferire su circostanze rilevanti per la ricostruzione dei fatti."
c.p.p.,Art. 347,2-bis.,"2-bis. Qualora siano stati compiuti atti per i quali è prevista l'assistenza del difensore della persona nei cui confronti vengono svolte le indagini, la comunicazione della notizia di reato è trasmessa al più tardi entro quarantotto ore dal compimento dell'atto, salve le disposizioni di legge che prevedono termini particolari."
c.p.p.,Art. 347,3.,"3. Se si tratta di taluno dei delitti indicati nell'articolo 407, comma 2, lettera a), numeri da 1) a 6) ((, del presente codice, o di uno dei delitti previsti dagli articoli 572, 609-bis, 609-ter, 609-quater, 609-quinquies, 609-octies, 612-bis e 612-ter del codice penale, ovvero dagli articoli 582 e 583-quinquies del codice penale nelle ipotesi aggravate ai sensi degli articoli 576, primo comma, numeri 2, 5 e 5.1, e 577, primo comma, numero 1, e secondo comma, del medesimo codice penale,)) e, in ogni caso, quando sussistono ragioni di urgenza, la comunicazione della notizia di reato è data immediatamente anche anche in forma orale.
Alla comunicazione orale deve seguire senza ritardo quella scritta con le indicazioni e la documentazione previste dai commi 1 e 2."
c.p.p.,Art. 347,4.,"4. Con la comunicazione, la polizia giudiziaria indica il giorno e l'ora in cui ha acquisito la notizia."
c.p.p.,Art. 348,1.,"1. Anche successivamente alla comunicazione della notizia di reato, la polizia giudiziaria continua a svolgere le funzioni indicate nell' articolo 55 raccogliendo in specie ogni elemento utile alla ricostruzione del fatto e alla individuazione del colpevole."
c.p.p.,Art. 348,2.,"2. Al fine indicato nel comma 1, procede, fra l'altro:
a) alla ricerca delle cose e delle tracce pertinenti al reato nonché alla conservazione di esse e dello stato dei luoghi;
b) alla ricerca delle persone in grado di riferire su circostanze rilevanti per la ricostruzione dei fatti;
c) al compimento degli atti indicati negli articoli seguenti."
c.p.p.,Art. 348,3.,"3. Dopo l'intervento del pubblico ministero, la polizia giudiziaria compie gli atti ad essa specificamente delegati a norma dell'articolo 370, esegue le direttive del pubblico ministero ed inoltre svolge di propria iniziativa, informandone prontamente il pubblico ministero, tutte le altre attività di indagine per accertare i reati ovvero richieste da elementi successivamente emersi e assicura le nuove fonti di prova."
c.p.p.,Art. 348,4.,"4. La polizia giudiziaria, quando, di propria iniziativa o a seguito di delega del pubblico ministero, compie atti od operazioni che richiedono specifiche competenze tecniche, può avvalersi di persone idonee le quali non possono rifiutare la propria opera."
