Domanda,Risposta 1,Risposta 2,Risposta 3
"Per caso fortuito come causa di esclusione della coscienza e volontà, si intende:",Un fatto imprevedibile del tutto estraneo alla volontà del soggetto.,La violenza esercitata da altri ed alla quale il soggetto non poteva resistere o sottrarsi.,Un fatto colposo senza la previsione dell'evento.
I delitti contro l'ordine pubblico:,comprendono tutti quei fatti che possono turbare il senso sociale di sicurezza.,comprendono tutti quei fatti destinati a ledere o a mettere in pericolo la vita e l'integrità fisica di un numero indeterminato di persone.,comprendono tutti quei fatti costituenti reati di falso che turbino l'ordine pubblico.
L'appropriazione indebita è un reato:,a dolo specifico.,proprio.,a dolo generico.
È imputabile l'autore di un reato che manchi parzialmente dell'udito e della parola?,"Si, se, al momento del fatto, la capacità di intendere o di volere era grandemente scemata, ma non esclusa, a causa dell'infermità.","No, poiché tale menomazione rende la persona comunque incapace di intendere e di volere.",La condizione d'imputabilità è sempre valutata discrezionalmente dal Giudice.
Il dolo eventuale è caratterizzato dall'accettazione:,delle possibili conseguenze della condotta concreta.,delle possibili conseguenze causate da altri.,delle possibili conseguenze della condotta astratta.
Il delitto è preterintenzionale quando:,dall'azione o dall'omissione deriva un evento dannoso più grave di quello voluto dall'agente.,l'evento si verifica per un errore inabilità.,l'evento è comunque prevedibile e voluto.
"Con l'avviso orale il Questore, quando ricorrono le condizioni previste dalla legge può imporre alle persone che risultino definitivamente condannate per delitti non colposi il divieto di possedere o utilizzare programmi informatici ed altri strumenti di cifratura o crittazione di conversazioni e messaggi?",Sì.,"No, può solo imporre il divieto di possedere o utilizzare, in tutto o in parte, qualsiasi apparato di comunicazione radiotrasmittente.","La legge nulla dispone in merito, si intende quindi che il Questore può imporre alle suddette persone qualsiasi misura sia di prevenzione che di sicurezza, anche di natura patrimoniale."
I delitti contro l'incolumità pubblica:,puniscono l'azione diretta a ledere o mettere in pericolo la vita di un numero indeterminato di persone.,"comprendono tutti quei fatti che possono ledere o mettere in pericolo l'armonica e pacifica coesistenza dei cittadini, turbando il regolare andamento della vita sociale.",comprendono tutti quei fatti costituenti reati di falso allorquando vi siano più persone offese.
Può il giudice discrezionalmente aggiungere la pena della multa non prevista dalla legge alla pena della reclusione?  ,"Sì, ma solo per i delitti determinati da motivi di lucro.","Sì, se la pena della reclusione applicata supera i due anni.","No, in nessun caso."
Riveste la qualifica di pubblico ufficiale (art. 357 c.p.):,"Chi esercita una funzione legislativa, giudiziaria, amministrativa.",I privati che esercitano professioni forensi o sanitarie.,"Chi presta, a qualunque titolo, un pubblico servizio."
L'imputato può proporre richiesta di riesame avverso tutte le ordinanze che dispongono le misure cautelari?,"No, solo avverso le ordinanze che dispongono le misure coercitive, salvo che si tratti di ordinanze emesse a seguito di appello del pubblico ministero",Sì,"No, solo avverso le ordinanze che dispongono le misure interdittive"
"Ai sensi dell'art. 112 del codice penale, relativo alle circostanze aggravanti nel concorso di persone nel reato, la pena è aumentata:","per chi, fuori del caso previsto dall'art. 111 del codice penale, ha determinato a commettere il reato un minore degli anni diciotto o una persona in stato di infermità o di deficienza psichica.",solo per chi ha organizzato la cooperazione nel reato.,solo per chi ha determinato a commettere il reato un minore degli anni diciotto.
Nel delitto di estorsione l'atto di disposizione patrimoniale può incidere:,indifferentemente su beni mobili o immobili o diritti di qualsiasi natura.,solo su beni immobili e non sui beni mobili.,solo su beni mobili.
Si definiscono di colpa incosciente quei casi in cui:,il soggetto non si rende conto di poter ledere con la sua azione interessi altrui.,"il soggetto non accetta il rischio del verificarsi dell'evento di reato, e quindi non lo vuole, in quanto è sicuro di riuscire ad evitarlo.","il soggetto accetta il rischio che l'evento antigiuridico, conseguenza della sua azione od omissione, possa verificarsi."
Una circostanza aggravante ad effetto comune prevede un aumento di pena:,fino ad un terzo.,pari ad un terzo.,pari ad un mezzo.
"L'ordinamento penale prevede ipotesi in cui ad una persona può essere applicata una pena per un fatto previsto dalla legge come reato, se al momento in cui lo ha commesso, non era imputabile?","No, senza eccezioni.","Si, ma solo se ha commesso il fatto con dolo.","No, tranne se ha commesso un reato continuato."
L'errore sul fatto che costituisce un determinato reato:,non esclude la punibilità per un reato diverso.,esclude la punibilità per un reato diverso.,esclude la punibilità anche per i reati diversi legati dal vincolo della continuazione con quello su cui è caduto l'errore.
La sospensione dall'esercizio di una professione o di un'arte è:,pena accessoria per le contravvenzioni.,"pena principale per i soli delitti contro l'economia pubblica, l'industria e il commercio.",pena principale per le contravvenzioni.
La misura del ricovero in riformatorio giudiziario:,"è sostituita dal giudice con la libertà vigilata, quando il minore abbia compiuto il diciottesimo anno di età.",è una misura (art. 223 c.p.) che può essere applicata soltanto ai minori di anni 16 e non può avere durata inferiore ad un anno e superiore a tre.,"può essere sostituita dal giudice con la libertà vigilata, solo quando il minore abbia compiuto il sedicesimo anno di età."
L'ergastolo:,è una pena principale per i delitti.,è pena accessoria per i delitti.,è pena principale per le contravvenzioni.  
L'interdizione legale è:,pena accessoria per i delitti.,pena accessoria per le contravvenzioni.,pena principale per i delitti.
"In materia penale, la colpa specifica rappresenta:","la colpa derivante dall'inosservanza di leggi, destinate alla generalità dei consociati.",la colpa derivante dall'inosservanza di regole cautelari scritte e non scritte.,la colpa derivante dall'inosservanza di leggi e regolamenti destinati esclusivamente ad alcune categorie professionali.
A norma di quanto dispone la legislazione vigente la persona alla quale è stato fatto l'avviso orale del Questore può chiederne la revoca?,"Si, può chiederne la revoca in qualsiasi momento.","Si, può chiederne la revoca solo al Prefetto.","No, la misura non può essere revocata."
Il reo è:,la persona fisica autrice del reato.,la persona fisica o giuridica autrice del reato.,colui che ha subito un danno penalmente risarcibile.
Tizio tenta senza successo di togliersi la vita. Tizio risponde di:,nessun reato.,istigazione al suicidio.,tentato suicidio.
"Nell'ipotesi prevista dall'art. 51, co. 4, c.p., la causa di giustificazione può essere invocata:",solo nei casi in cui l'ordine non ha per oggetto un comportamento manifestamente criminoso.,solo nei casi in cui l'ordine ha per oggetto un comportamento illecito.,in presenza di ogni genere di ordine.
"Tizio sul luogo e nell'immediatezza di un reato a cui è estraneo, interrogato dalla P.G. dichiara il falso; egli risponde di:",favoreggiamento personale.,falsa testimonianza.,false informazioni al P.M.
La richiesta di riesame può essere proposta anche dal difensore dell'imputato?,"Sì, e il difensore ha dieci giorni dalla notificazione dell'avviso di deposito dell'ordinanza che dispone la misura per proporla","Sì, ed il difensore ha quindici giorni dalla notificazione dell'avviso di deposito dell'ordinanza che dispone la misura per proporla","No, poiché può essere formulata solo dall'imputato personalmente"
Le prescrizioni imposte con la libertà vigilata:,"non necessitano di accettazione da parte dell'interessato, che ne deve solo prendere atto.",sono determinate dal direttore dell'Istituto penitenziario.,possono essere modificate dal magistrato di sorveglianza se in senso migliorativo ovvero dal tribunale di sorveglianza se in senso peggiorativo.
Un reato commesso nel territorio dello Stato è punito secondo la legge italiana:,sempre.,se commesso da un cittadino italiano.,se commesso da uno straniero ancora presente nel territorio dello Stato.
"In quale tipologia di delitti, l'evento che si verifica non è mai attribuibile al volere del soggetto attivo?",Delitti colposi.,Delitti aberranti.,Delitti a dolo generico.
"Se il soggetto attivo, dopo aver dato inizio alla condotta criminale, desiste volontariamente dal completare l'azione:  ",risponde solo degli atti compiuti se questi costituiscono reato.,non è punibile in ogni caso.,"risponde del delitto tentato, ma solo nei reati di pericolo."
"Il soggetto che, al fine di procurare a sé o ad altri un vantaggio induce taluno in errore, sostituendo illegittimamente la propria all'altrui persona, commette il reato di:",sostituzione di persona.,falsità in registri e notificazioni.,falsa attestazione o dichiarazione a un pubblico ufficiale sulla identità o su qualità personali proprie o di altri.
In base all'art. 22 del c.p.:,"la pena dell'ergastolo è perpetua, ed è scontata in uno degli istituti a ciò destinati, con l'obbligo del lavoro e con l'isolamento notturno.","il condannato all'ergastolo non può, in nessun tempo, essere ammesso al lavoro all'aperto.","la pena dell'ergastolo è perpetua, ed è scontata in uno degli istituti a ciò destinati, con l'obbligo del lavoro ma senza alcuna forma di isolamento notturno."
"In materia penale, qual è la differenza sostanziale tra l'esercizio di un diritto e l'adempimento di un dovere?",L'esercizio del diritto presuppone una facoltà di agire mentre l'adempimento del dovere costituisce un obbligo imposto al soggetto.,"Il primo può essere invocato solo per determinati reati, il secondo per qualsiasi tipo di reato.","Il primo è una causa di esclusione del reato, il secondo una causa di giustificazione."
Nell'omissione propria manca:,l'evento in senso naturalistico.,l'antigiuridicità.,l'evento in senso giuridico.
"In materia penale, la colpa generica rappresenta:",la colpa derivante dall'inosservanza di regole cautelari non scritte.,la colpa derivante dall'inosservanza di leggi e regolamenti destinati alla generalità dei consociati.,la colpa derivante dall'inosservanza di leggi e regolamenti destinati esclusivamente ad alcune categorie professionali.
I delitti contro la famiglia:,"comprendono tutti quei fatti che offendono o mettono in pericolo l'istituto familiare nei suoi vari aspetti: matrimonio, morale familiare, stato di famiglia e assistenza familiare.",comprendono tutti quei fatti che offendono la libertà in campo sessuale ovvero i beni del pudore e dell'onore sessuale.,comprendono tutti quei fatti che offendono la religione e le sue manifestazioni esteriori ovvero il rispetto per le entità che trascendono la vita dei singoli.
