Question,Answer 1,Answer 2,Answer 3
"Lâ€™inutilizzabilitÃ , ex art. 191, c.p.p.: ",Ã¨ rilevabile anche dâ€™ufficio in ogni stato e grado del procedimento,PuÃ² essere eccepita solo da chi ne ha interesse,Ãˆ rilevabile solo su istanza di parte
"In base alla legge Ã¨ sufficiente l'annotazione, anche sommaria, delle denunce da parte della polizia giudiziaria:","no, la legge prevede che per le denunce debba essere redatto verbale.",la legge prevede che l'annotazione sia sufficiente se la denuncia Ã¨ breve ed il reato non grave.,Ã¨ indifferente per le denunce che vi sia annotazione o verbale.
Ai sensi dell'articolo 357 del codice di procedura penale gli atti della polizia giudiziaria:,sono documentati nel corso del loro compimento ovvero immediatamente dopo quando ricorrono insuperabili circostanze.,Ã¨ una decisione riservata al giudice per le indagini preliminari.,possono sempre essere documentati anche successivamente se ad autorizzare sia il Pubblico Ministero.
La denuncia puÃ² essere ricevuta tanto da un ufficiale di polizia giudiziaria quanto da un agente di polizia giudiziaria:,no solo l'ufficiale di polizia giudiziaria puÃ² ricevere denunce.,"si Ã¨ cosÃ¬, in quanto Ã¨ necessario il raggiungimento dello scopo.",dipende dalla gravitÃ  del reato.
A ricevere il referto Ã¨:,l'ufficiale di polizia giudiziaria.,Il giudice per le indagini preliminari.,il Pubblico Ministero insieme ad un agente di polizia giudiziaria.  
Qualsiasi privato cittadino che per qualsiasi ragione venga a conoscenza della commissione di un reato:,"puÃ² proporre denuncia anche se il reato non Ã¨ stato perpetrato a suo danno, sempre che la legge non ne preveda la perseguibilitÃ  solo a seguito di querela della persona offesa.",la denuncia deve provenire solo dalla persona offesa.,la denuncia deve provenire solo dalla persona offesa o dai suoi familiari.
La persona che presenta una denuncia ha diritto di ricevere attestazione della ricezione della stessa da parte dell'autoritÃ ?,SÃ¬ chi denuncia ha diritto di ricevere attestazione della ricezione dall'autoritÃ  davanti alla quale la stessa Ã¨ stata presentata.,E' a discrezione della polizia giudiziaria.,Non Ã¨ un diritto del denunciante ma solo una facoltÃ .
Quale dei seguenti non Ã¨ un compito della polizia giudiziaria?,Mantenimento dell'ordine pubblico e tutela della proprietÃ .,Ricerca degli autori del reato,Acquisizione della notizia di reato.
Al personale appartenente al ruolo di vigile del fuoco Ã¨ attribuita la funzione di:,agente di polizia giudiziaria.,comandante provinciale.,ufficiale o agente di polizia giudiziaria. a seconda del ruolo svolto.
L'iscrizione al modello 44 nel registro degli indagati sta ad indicare:,l'iscrizione nel registro degli ignoti.,nel registro degli indagati non esistono modelli.,l'iscrizione nel registro delle persone note.
La polizia giudiziaria Ã¨ una parte del procedimento penale?,Ãˆ un soggetto ma non una parte del procedimento penale in quanto non vi rappresenta direttamente un interesse.,SÃ¬ la polizia giudiziaria Ã¨ parte del procedimento alla stregua di una parte civile.,Lo diventa se il reato presenza certe caratteristiche.
Il condannato all'ergastolo puÃ² essere ammesso al lavoro all'aperto?,SÃ¬.,No.,Solo dopo dieci anni di pena.
Le nullitÃ  relative concernenti il decreto che dispone il giudizio:,debbono essere eccepite entro la fase delle questioni preliminari al dibattimento,debbono essere eccepite fino alla emissione della sentenza di primo grado,debbono essere eccepite fino alla emissione della sentenza di secondo grado
Le pene principali stabilite dalla legge per i delitti sono:,"L'ergastolo, la reclusione, la multa.",L'arresto e l'ammenda.,Il soggiorno obbligato e il divieto di soggiorno in talune localitÃ  indicate dal giudice.
"Se risulta l'errore sull'identitÃ  fisica dell'imputato, il giudice pronuncia sentenza a norma dell'art. 129 c.p.p.:","in ogni stato e grado del processo, sentiti il pubblico ministero e il difensore","solo in dibattimento, sentiti il pubblico ministero e l'imputato","in ogni stato e grado del processo, sentito il solo imputato"
Qual Ã¨ la misura della pena dell'arresto?,La pena dell'arresto si estende da cinque giorni a tre anni.,La pena dell'arresto si estende da sei mesi a cinque anni.,La pena dell'arresto si estende da tre mesi a due anni.
"Nei casi in cui la legge prevede la pena pecuniaria proporzionale, qual Ã¨ il limite massimo di essa?",Le pene pecuniarie proporzionali non hanno limite massimo.  ,Il limite massimo Ã¨ di ducentocinquantottomiladuecentoventotto euro.,Il limite massimo Ã¨ di cinquantunomilaseicentoquarantacinque euro.
Chi si trattiene clandestinamente in luogo di privata dimora commette il reato di:,violazione di domicilio.,interferenze illecite nella vita privata.,violenza privata.
L'interdizione dai pubblici uffici Ã¨:,pena accessoria per i delitti.,pena per i delitti.,pena principale per i soli delitti contro la pubblica amministrazione o la morale pubblica.
"Qualora si proceda per il reato di rissa aggravata, al dibattimento innanzi al Tribunale monocratico si accede:",con citazione diretta del Pubblico Ministero,solo attraverso il giudizio direttissimo,previa necessaria celebrazione dell'udienza preliminare
La pena dell'ergastolo Ã¨ scontata:,con l'obbligo del lavoro.,con l'obbligo di lavoro non retribuito.,con l'obbligo di lavoro per almeno dieci ore al giorno o notturno.
PuÃ² essere ricusato l'interprete interdetto dai pubblici uffici ovvero sospeso dall'esercizio di una professione?,"SÃ¬, questi sono casi ammessi di ricusazione","No, mai","Si, ma solo se Ã¨ anche affetto da infermitÃ  di mente"
Quali sono i luoghi nei quali si sconta la pena dell'ergastolo:,Uno stabilimento a ciÃ² destinato.,Il carcere del luogo in cui fu commesso il delitto.,Una colonia agricola.
Esiste nel registro degli indagati un modello di atti non costituenti reato?,SÃ¬ esiste.,"No, in esso sono indicati solo fatti che non costituiscono reato.","No, in esso sono indicati solo i reati."
"Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, altera un atto vero, commette il reato di:",falsitÃ  materiale commessa dal pubblico ufficiale in atti pubblici.,falso ideologico commesso dal pubblico ufficiale in atti pubblici.,contraffazione del sigillo dello Stato.
Quale affermazione tra le seguenti Ã¨ quella giusta?,La polizia giudiziaria puÃ² sempre sequestrare il corpo del reato ma il sequestro deve essere convalidato dal Pubblico Ministero.,La polizia giudiziaria puÃ² sempre sequestrare il corpo del reato anche senza necessitÃ  di una successiva convalida da parte del Pubblico Ministero.,La polizia giudiziaria non puÃ² sequestrare il corpo del reato perchÃ© il sequestro Ã¨ un atto tipico del Pubblico Ministero.
"Qualora vi siano situazioni di urgenza, gli ufficiali di polizia giudiziaria possono disporre il sequestro preventivo:",purchÃ© entro le 48 ore successive trasmettano il verbale al Pubblico Ministero del luogo in cui il sequestro Ã¨ stato eseguito.,purchÃ© entro le 24 ore successive trasmettano il verbale al Pubblico Ministero del luogo in cui il sequestro Ã¨ stato eseguito.,purchÃ© entro le 12 ore successive trasmettano il verbale al Pubblico Ministero del luogo in cui il sequestro Ã¨ stato eseguito.
"Se l'indagato o i potenziali testimoni rifiutano di farsi identificare, la polizia giudiziaria puÃ² provvedere all'accompagnamento nei propri uffici?",SÃ¬.,No procede all'arresto per falsa testimonianza.,No puÃ² procedere solo all'accusa e allo stato di fermo.  
"Se il giudice accoglie la richiesta di giudizio abbreviato condizionata a una integrazione probatoria, il pubblico ministero:",puÃ² chiedere l'ammissione di prova contraria,non puÃ² chiedere l'ammissione di alcuna prova,puÃ² chiedere l'ammissione di qualunque tipo di prova
Con l'espressione armi improprie si intende:,strumenti atti ad offendere che non hanno quale finalitÃ  principale l'offesa alla persona.,qualsiasi strumento atto ad offendere la persona.,armi da guerra e armi comuni da sparo.
"La misura della custodia cautelare in carcere, nel corso delle indagini preliminari, viene disposta:",dal giudice per le indagini preliminari su richiesta del Pubblico Ministero.,dal Pubblico Ministero.,dal presidente del tribunale su richiesta del Pubblico Ministero.
"Qualora gli ufficiali e gli agenti di polizia giudiziaria abbiano eseguito negligentemente un ordine dell'autoritÃ  giudiziaria, il procedimento disciplinare:",Ã¨ promosso dal procuratore generale presso la corte d'Appello.,Ã¨ promosso dal presidente del tribunale su proposta del giudice.,Ã¨ promosso dei magistrati che dirigono gli uffici presso i quali Ã¨ istituita la sezione.
"Qualora in relazione ad un determinato fatto vengano disposte misure cautelari, esse perdono immediatamente efficacia quando per tale fatto, nei confronti della persona Ã¨:",disposta l'archiviazione ovvero Ã¨ pronunciata sentenza di non luogo a procedere o di proscioglimento.,pronunciata sentenza di condanna alla reclusione.,disposta l'archiviazione.
Deve essere sempre convalidato dal giudice per le indagini preliminari o dal giudice del dibattimento l'arresto in flagranza di reato?,SÃ¬.,No deve essere convalidato solo dal giudice del dibattimento.,non deve essere convalidato.
"La polizia giudiziaria quando compie atti o operazioni che richiedono specifiche competenze tecniche, puÃ² avvalersi di persone idonee:",le quali non possono rifiutare la propria opera.,le quali possono rifiutare la propria opera nei casi previsti dalla legge.,le quali possono rifiutare la propria opera.
Le perquisizioni di iniziativa possono essere eseguite:,nei casi previsti e sussistendone i presupposti.,solo nei confronti dell'arrestato in flagranza,sempre se l'arrestato Ã¨ un recidivo.
La pena da applicare a chi commette un reato:,deve essere prevista da una legge.,deve essere prevista da un'ordinanza amministrativa.,deve essere prevista da un regolamento.
L'imputato puÃ² proporre richiesta di riesame:,entro dieci giorni dalla esecuzione o notificazione del provvedimento,entro quindici giorni dalla esecuzione o notificazione del provvedimento,entro cinque giorni dalla esecuzione o notificazione del provvedimento
Al fatto previsto come reato da una legge eccezionale si applica questa legge anche se al momento del giudizio sia entrata in vigore una successiva legge eccezionale ma piÃ¹ favorevole di quella anteriore?,"SÃ¬, in ogni caso.","No, si applica la legge piÃ¹ favorevole purchÃ¨ preveda la pena dell'arresto.","No, si applica la legge piÃ¹ favorevole."
"Al fatto previsto come reato da una legge eccezionale si applica questa legge, anche se non piÃ¹ in vigore al momento della condanna?","SÃ¬, in ogni caso.  ","SÃ¬, a condizione che sia prevista la pena della reclusione o dell'arresto.","SÃ¬, a condizione che sia prevista la pena dell'arresto."
La decadenza e la sospensione dall'esercizio della potestÃ  genitoriale sono:,pene accessorie per i delitti.,pene principali per i delitti.,pene principali per i soli delitti contro la famiglia.
La legge penale italiana obbliga:,"tutti coloro che, cittadini o stranieri, si trovano nel territorio dello Stato, salve le eccezioni stabilite dal diritto pubblico interno o dal diritto internazionale.","tutti i cittadini e gli stranieri, anche se non si trovano nel territorio dello Stato, salve le eccezioni stabilite dal diritto pubblico interno o dal diritto internazionale.","tutti i cittadini italiani, ovunque si trovino, salve le eccezioni stabilite dal diritto pubblico interno o dal diritto internazionale."
L'incapacitÃ  di contrarre con la pubblica amministrazione Ã¨:,pena accessoria per i delitti.,pena accessoria per le contravvenzioni.,pena principale per i delitti contro la pubblica amministrazione.
La pubblicazione della sentenza penale di condanna Ã¨:,pena accessoria comune per i delitti e per le contravvenzioni.,pena esclusiva per le contravvenzioni.,pena esclusiva per i delitti.
Quali sono gli organi giurisdizionali di primo grado in materia penale composti da un solo giudice?,Il tribunale monocratico e il giudice di pace,Il pretore e il giudice di pace,Il pretore
Agli effetti della legge penale italiana il ''territorio della Repubblica'' Ã¨ considerato territorio dello Stato?,SÃ¬.,"SÃ¬, con esclusione delle acque territoriali.","SÃ¬, compresi i territori delle ex colonie."
Il reato commesso su un aeromobile italiano si considera commesso nel territorio dello Stato italiano:,"ovunque l'aeromobile si trovi, salvo che sia soggetto, secondo il diritto internazionale, a una legge territoriale straniera.",solo se si tratta di aeromobile da guerra e sia in Italia.,solo se l'aeromobile si trova in un aeroporto italiano.
